id_establecimiento,id_departamento,jardin_infantes,primario,secundario
22773,10084,,1,
22774,10070,,1,
22775,10021,,1,
22776,10084,,1,
22777,10084,,1,
22778,10070,,1,
22779,10070,,,
22780,10070,,,
22781,10070,,,
22783,10070,,1,
22785,10070,,1,
22786,10070,,1,
22787,10070,,1,
22788,10070,,1,
22789,10070,,1,
22790,10084,,1,
22791,10091,,,1
22792,10091,,,1
22793,10091,,,1
22794,10007,,1,
22795,10007,,1,
22796,10007,,1,
22797,10007,,1,
22798,10007,,1,
22799,10007,,1,
22800,10007,,,1
22801,10105,,1,
22802,10105,,1,
22804,10105,,1,
22805,10105,,1,
22806,10105,1,,
22807,10105,,,1
22808,10105,,,1
22809,10105,,,1
22810,10105,,1,
22811,10098,,1,
22812,10098,,1,
22813,10098,,1,
22814,10098,,1,
22815,10098,,1,
22816,10035,,1,
22817,10035,,1,
22818,10035,,1,
22819,10035,,1,
22820,10035,,1,
22821,10035,,1,
22822,10035,,1,
22823,10035,,1,
22824,10035,,1,
22825,10035,,1,
22826,10035,,1,
22827,10035,,1,
22828,10035,,1,
22829,10035,,1,
22830,10035,,1,
22831,10035,,,1
22832,10035,,,1
22833,10035,,1,
22834,10035,,1,
22835,10035,,1,
22836,10035,,,1
22837,10035,,1,
22838,10035,,1,
22839,10035,,1,
22840,10035,,1,
22841,10035,,1,
22842,10035,,1,
22843,10028,,1,
22844,10028,,1,
22845,10028,,1,
22846,10021,,1,
22847,10021,,1,
22848,10035,1,1,
22849,10091,,1,
22850,10091,,1,
22851,10091,,1,
22852,10091,,1,
22853,10091,,1,
22854,10091,,1,
22855,10091,,1,
22857,10105,,1,
22858,10105,,1,
22859,10105,,1,
22860,10105,,1,
22861,10105,,1,
22862,10105,,1,
22863,10105,,,
22864,10105,,1,
22865,10105,1,1,1
22866,10105,,1,
22867,10105,,1,
22868,10105,,1,
22869,10105,,1,
22870,10105,,1,
22871,10070,,1,
22872,10070,,1,
22873,10070,,1,
22874,10070,,1,
22875,10070,,1,
22876,10077,,1,
22878,10021,,,
22879,10021,,1,
22880,10070,,1,
22881,10070,,,1
22882,10070,,,1
22883,10084,,1,
22884,10105,,,1
22885,10105,,,1
22886,10105,,,1
22888,10105,,1,
22889,10105,,1,
22890,10035,,,1
22891,10035,,,1
22892,10035,,,1
22894,10098,,1,
22895,10028,,1,
22896,10028,,,1
22897,10035,,1,
22898,10021,,1,
22899,10021,,1,
22900,10035,,1,
22902,10091,,,1
22903,10105,,1,
22904,10105,,1,
22905,10105,,1,
22906,10105,,,1
22907,10105,,,1
22909,10105,,1,
22910,10077,,,1
22911,10077,,1,
22912,10077,,1,
22913,10105,,1,
22914,10028,,1,
22915,10035,,1,
22916,10105,,,1
22917,10105,,,1
22918,10105,,1,
22919,10105,,1,
22920,10105,,1,
22921,10105,,1,
22922,10105,,1,
22923,10070,,1,
22924,10070,,1,
22928,10077,,1,
22929,10077,,1,
22930,10077,,1,
22931,10077,,1,
22932,10077,,1,
22933,10077,,1,
22934,10077,,1,
22935,10077,,1,
22937,10063,,1,
22938,10063,,1,
22939,10063,,1,
22940,10063,,1,
22941,10063,,1,
22942,10063,,1,
22943,10063,,1,
22944,10063,,1,
22945,10063,,,1
22946,10063,,,1
22947,10021,,1,
22948,10021,,1,
22949,10021,,1,
22950,10098,,1,
22951,10098,,1,
22952,10098,,1,
22953,10098,,1,
22954,10056,,1,
22955,10042,,1,
22956,10042,,1,
22957,10042,,1,
22958,10014,,,1
22959,10035,,,
22960,10105,,1,
22961,10105,,1,
22962,10105,,1,
22963,10105,,1,
22965,10049,,1,
22967,10049,,,1
22968,10049,,,1
22970,10049,,1,
22971,10014,,1,
22972,10014,,1,
22973,10014,,1,
22974,10014,,1,
22975,10014,,1,
22976,10014,,1,
22977,10014,,1,
22978,10014,,1,
22979,10014,,1,
22980,10014,,1,
22981,10014,,1,
22982,10014,,1,
22983,10014,,1,
22984,10014,,1,
22985,10070,1,1,1
22987,10056,,1,
22988,10056,,1,
22989,10056,,1,
22990,10056,,1,
22991,10056,,1,
22992,10056,,1,
22993,10056,,1,
22994,10056,,1,
22995,10056,,1,
22996,10098,,1,
22997,10098,,1,
22998,10098,,1,
22999,10098,,1,
23000,10098,,,1
23001,10070,,1,
23002,10070,,1,
23003,10070,,1,
23004,10035,,1,
23005,10035,,1,
23006,10035,,1,
23007,10035,,1,
23008,10035,,,1
23009,10049,,,1
23010,10049,,1,
23012,10049,,1,
23013,10049,,,1
23014,10077,,,1
23015,10077,,,1
23016,10077,,,1
23018,10049,,1,
23019,10077,,1,
23020,10063,,,1
23021,10063,,,1
23022,10063,,,1
23023,10063,,1,
23024,10021,,,1
23025,10021,,,1
23026,10021,,,1
23027,10098,,,
23028,10098,,,
23029,10042,,1,
23030,10042,,1,
23031,10042,,1,
23032,10042,,1,
23033,10042,1,1,1
23034,10042,,,
23035,10042,,,
23036,10035,,1,
23037,10035,,1,
23038,10035,,,1
23039,10049,,1,
23040,10049,,1,
23041,10049,,,1
23042,10049,,1,
23043,10049,,,1
23044,10049,,,1
23045,10070,,1,
23046,10070,,,1
23049,10049,,,1
23050,10049,,,1
23052,10049,,1,
23053,10049,1,1,1
23054,10056,,1,
23055,10070,,1,
23056,10070,,1,
23057,10070,,,1
23058,10035,,1,
23059,10049,,1,
23060,10077,,1,
23061,10021,,1,
23062,10098,,1,
23063,10056,,1,
23064,10042,,,1
23067,10035,,1,
23068,10105,,1,
23069,10105,,1,
23070,10105,,,1
23071,10049,,1,
23072,10014,,1,
23073,10056,,1,
23074,10056,,1,
23075,10098,,1,
23076,10070,,1,
23077,10035,,1,
23078,10035,,,1
23081,10035,,1,
23082,10035,,1,
23083,10035,,1,
23084,10056,,1,
23085,10056,,1,
23086,10056,,1,
23088,10056,,,1
23089,10056,,,1
23090,10014,,1,
23091,10014,,1,
23092,10014,,1,
23093,10014,,1,
23094,10014,,1,
23095,10014,,1,
23096,10014,,1,
23097,10014,,1,
23098,10014,,1,
23099,10014,,1,
23100,10098,,1,
23101,10098,,1,
23102,10098,,1,
23103,10084,,1,
23104,10021,,,1
23106,10091,,1,
23107,10091,,1,
23108,10091,,1,
23109,10091,,1,
23110,10091,,1,
23111,10021,,1,
23112,10021,,1,
23114,10084,,1,
23115,10084,,1,
23116,10091,,1,
23117,10091,,1,
23118,10091,,1,
23119,10091,,1,
23120,10091,,1,
23121,10091,,1,
23122,10091,,1,
23123,10042,,1,
23124,10042,,1,
23125,10112,,1,
23126,10112,,1,
23127,10112,,1,
23128,10112,,1,
23129,10112,,1,
23130,10112,,1,
23131,10035,,1,
23132,10035,,1,
23133,10035,,1,
23134,10035,,1,
23135,10035,,1,
23136,10035,,1,
23137,10035,,1,
23138,10035,,1,
23139,10035,,1,
23140,10035,,1,
23141,10035,,1,
23142,10035,,1,
23143,10035,,,1
23144,10042,,1,
23145,10084,,1,
23147,10049,,1,
23148,10091,,1,
23149,10091,,1,
23150,10091,,1,
23151,10091,,1,
23152,10084,,1,
23153,10084,,1,
23154,10042,,1,
23155,10042,,1,
23156,10056,,1,
23157,10056,,1,
23158,10056,,1,
23159,10056,,1,
23160,10056,,1,
23161,10056,,1,
23162,10070,,1,
23163,10070,,1,
23164,10070,,1,
23165,10070,,1,
23166,10070,,1,
23167,10042,,1,
23168,10042,,1,
23169,10042,,1,
23170,10042,,1,
23171,10042,,1,
23172,10112,,1,
23173,10112,,1,
23174,10112,,1,
23176,10112,1,1,1
23178,10049,1,1,1
23179,10049,1,1,
23180,10049,,,1
23181,10049,1,1,
23183,10049,,,
23184,10098,,1,
23185,10098,,1,
23186,10098,,,1
23187,10091,,1,
23188,10112,,1,
23189,10112,,1,
23190,10035,,1,
23191,10042,,,1
23192,10042,,,1
23193,10042,,,1
23194,10042,,1,
23195,10084,,,
23196,10021,,,1
23197,10042,,1,
23198,10042,,1,
23199,10049,,,1
23200,10049,,1,
23201,10049,,1,
23202,10049,,,
23203,10091,,1,
23204,10091,,1,
23205,10091,,,1
23206,10084,1,1,1
23207,10042,,1,
23208,10056,,1,
23209,10056,,,1
23210,10070,,1,
23211,10112,,1,
23212,10112,,1,
23213,10112,,,1
23214,10112,,,1
23215,10112,,1,
23216,10112,,1,
23217,10112,,,1
23218,10112,,,1
23219,10112,,,1
23220,10014,,1,
23221,10014,,1,
23222,10014,,1,
23223,10091,,1,
23224,10042,,,1
23225,10084,,,1
23226,10084,,,1
23227,10021,,1,
23228,10042,,1,
23229,10042,,1,
23230,10042,,1,
23232,10042,,1,
23233,10042,,1,
23234,10042,,1,
23235,10042,,,1
23236,10056,,1,
23237,10070,,1,
23238,10070,,1,
23239,10070,,1,
23240,10070,,1,
23241,10021,,1,
23242,10042,,1,
23243,10049,1,,
23244,10049,1,,
23245,10049,1,,
23246,10049,1,,
23247,10049,1,,
23248,10049,1,,
23249,10049,1,,
23250,10049,1,,
23251,10112,1,,
23252,10112,1,,
23253,10112,1,,
23254,10112,1,,
23255,10112,1,,
23256,10112,1,,
23257,10112,1,,
23258,10070,1,,
23259,10070,1,,
23260,10070,1,,
23261,10070,1,,
23262,10049,1,,
23263,10049,1,,
23264,10049,1,,
23265,10049,1,,
23266,10049,1,,
23267,10049,1,,
23268,10049,1,,
23269,10049,1,,
23270,10049,1,,
23271,10049,1,,
23272,10049,1,,
23273,10049,1,,
23274,10105,1,,
23275,10105,1,,
23276,10105,1,,
23277,10105,1,,
23278,10105,1,,
23279,10105,1,,
23280,10105,1,,
23281,10105,1,,
23282,10021,1,,
23283,10021,1,,
23284,10021,1,,
23285,10021,1,,
23286,10091,1,,
23287,10091,1,,
23288,10091,1,,
23289,10091,1,,
23290,10091,1,,
23291,10091,1,,
23292,10091,1,,
23293,10091,1,,
23294,10091,1,,
23295,10091,1,,
23296,10091,1,,
23297,10035,1,,
23298,10035,1,,
23299,10035,1,,
23300,10035,1,,
23301,10035,1,,
23302,10035,1,,
23303,10035,1,,
23304,10035,1,,
23305,10035,1,,
23306,10035,1,,
23307,10035,1,,
23308,10049,,1,
23309,10049,,1,
23310,10049,,1,
23311,10049,,1,
23312,10021,,1,
23319,10084,,1,
23320,10105,,1,
23327,10049,,,
23328,10091,1,1,1
23329,10049,1,,
23330,10049,1,,
23331,10049,1,,
23332,10049,1,,
23333,10112,1,,
23334,10112,1,,
23335,10112,1,,
23336,10112,1,,
23337,10112,1,,
23338,10112,1,,
23339,10112,1,,
23340,10063,1,,
23341,10063,1,,
23342,10063,1,,
23343,10063,1,,
23344,10042,1,,
23345,10042,1,,
23346,10042,1,,
23347,10042,1,,
23348,10042,1,,
23349,10042,1,,
23350,10042,1,,
23351,10042,1,,
23352,10042,1,,
23353,10084,1,,
23354,10084,1,,
23355,10084,1,,
23356,10084,1,,
23357,10084,1,,
23358,10091,1,,
23359,10091,1,,
23360,10091,1,,
23361,10091,1,,
23362,10091,1,,
23363,10091,1,,
23364,10091,1,,
23365,10091,1,,
23366,10091,1,,
23367,10091,1,,
23368,10091,1,,
23369,10091,1,,
23370,10091,1,,
23371,10091,1,,
23372,10098,1,,
23373,10098,1,,
23374,10098,1,,
23375,10098,1,,
23376,10098,1,,
23377,10098,1,,
23378,10098,1,,
23379,10098,1,,
23380,10098,1,,
23381,10098,1,,
23382,10098,1,,
23383,10098,1,,
23384,10098,1,,
23385,10098,1,,
23386,10098,1,,
23387,10098,1,,
23388,10098,1,,
23389,10091,,,1
23390,10091,,,1
23391,10091,,,1
23392,10091,,,1
23393,10091,,,1
23394,10091,,,1
23395,10091,,,1
23396,10091,,,
23397,10091,,,
23398,10049,,,1
23399,10049,,,
23400,10112,,,1
23401,10112,,,1
23402,10112,,,
23403,10021,,,1
23404,10105,,1,
23409,10063,,,1
23410,10063,,,
23411,10077,,,
23412,10091,,1,
23413,10070,,1,
23427,10049,,1,
23431,10049,,1,
23432,10049,,1,
23433,10035,,1,
23434,10105,1,,
23435,10105,1,,
23436,10105,1,,
23437,10105,1,,
23438,10105,1,,
23439,10105,1,,
23440,10105,1,,
23441,10035,1,,
23442,10035,1,,
23443,10035,1,,
23444,10035,1,,
23445,10035,1,,
23446,10035,1,,
23447,10035,1,,
23448,10035,1,,
23449,10035,1,,
23450,10035,1,,
23451,10035,1,,
23453,10049,,1,
23455,10070,,1,
23456,10042,,,1
23457,10042,,,1
23458,10035,,,1
23459,10035,,,1
23460,10035,,,1
23461,10084,,,1
23462,10049,,,1
23464,10035,1,1,
23465,10091,1,1,1
23466,10049,1,1,1
23467,10049,1,1,1
23468,10077,1,,
23469,10077,1,,
23470,10077,1,,
23471,10077,1,,
23472,10077,1,,
23473,10077,1,,
23474,10077,1,,
23475,10077,1,,
23476,10077,1,,
23477,10077,1,,
23478,10056,1,,
23479,10056,1,,
23480,10056,1,,
23481,10056,1,,
23482,10056,1,,
23483,10056,1,,
23484,10056,1,,
23485,10056,1,,
23486,10056,1,,
23487,10056,1,,
23488,10056,1,,
23489,10056,1,,
23490,10056,1,,
23491,10056,1,,
23492,10056,1,,
23493,10056,1,,
23494,10070,1,,
23495,10070,1,,
23496,10070,1,,
23497,10070,1,,
23498,10014,1,,
23499,10014,1,,
23500,10014,1,,
23501,10014,1,,
23502,10070,1,,
23503,10070,1,,
23504,10070,1,,
23505,10014,1,,
23506,10014,1,,
23507,10014,1,,
23508,10070,1,,
23509,10070,1,,
23510,10070,1,,
23511,10070,1,,
23512,10070,1,,
23513,10070,1,,
23514,10070,1,,
23515,10070,1,,
23516,10070,1,,
23517,10070,1,,
23518,10070,1,,
23519,10070,1,,
23520,10070,1,,
23521,10070,1,,
23522,10070,1,,
23523,10070,1,,
23524,10070,1,,
23525,10063,1,,
23526,10063,1,,
23527,10063,1,,
23528,10063,1,,
23529,10063,1,,
23530,10007,1,,
23531,10007,1,,
23532,10007,1,,
23533,10007,1,,
23534,10007,1,,
23535,10007,1,,
23536,10007,1,,
23537,10007,1,,
23538,10007,1,,
23539,10007,1,,
23540,10007,1,,
23541,10042,1,,
23542,10042,1,,
23543,10042,1,,
23544,10042,1,,
23545,10042,1,,
23546,10042,1,,
23547,10042,1,,
23548,10042,1,,
23549,10042,1,,
23550,10042,1,,
23551,10042,1,,
23552,10042,1,,
23553,10042,1,,
23554,10042,1,,
23555,10035,1,,
23556,10035,1,,
23557,10035,1,,
23558,10035,1,,
23559,10035,1,,
23560,10035,1,,
23561,10035,1,,
23562,10035,1,,
23563,10035,1,,
23564,10035,1,,
23565,10035,1,,
23566,10035,1,,
23567,10035,1,,
23568,10035,1,,
23569,10028,1,,
23570,10035,1,,
23571,10035,1,,
23572,10035,1,,
23573,10035,1,,
23574,10028,1,,
23575,10035,1,,
23576,10028,1,,
23577,10035,1,,
23578,10035,1,,
23579,10021,1,,
23580,10021,1,,
23581,10021,1,,
23582,10021,1,,
23583,10021,1,,
23584,10021,1,,
23585,10021,1,,
23586,10021,1,,
23587,10021,1,,
23588,10021,1,,
23589,10021,1,,
23590,10084,1,,
23591,10084,1,,
23592,10084,1,,
23593,10084,1,,
23594,10084,1,,
23595,10084,1,,
23596,10105,1,,
23597,10105,1,,
23598,10105,1,,
23599,10105,1,,
23600,10105,1,,
23601,10105,1,,
23602,10105,1,,
23603,10105,1,,
23604,10105,1,,
23605,10105,1,,
23606,10105,1,,
23607,10105,1,,
23608,10105,1,,
23609,10049,1,,
23610,10049,1,,
23611,10049,1,,
23612,10049,1,,
23613,10007,1,,
23614,10049,1,,
23615,10007,1,,
23616,10049,1,,
23617,10049,1,,
23618,10063,,1,
23619,10049,,,
23620,10112,1,1,1
23621,10112,1,1,
23623,10049,,,
23624,10049,,,
23625,10049,,1,
23627,10049,,,1
23628,10049,,,1
23629,10049,,,
23630,10084,1,,
23632,10021,1,1,
23634,10049,,1,
23635,10049,,,1
23636,10049,,,1
23637,10049,,,1
23641,10091,,,1
23642,10070,,,1
23643,10084,,,1
23644,10049,,,1
23645,10049,,,1
23647,10070,,,1
23648,10084,,,1
23650,10091,,,1
23651,10091,,,1
23652,10091,,,1
23653,10091,,,1
23654,10091,,,1
23655,10112,,,1
23658,10035,,1,
23659,10105,,,
23660,10007,,,1
23661,10007,,,1
23662,10014,,,1
23663,10014,,,1
23664,10014,,,1
23665,10014,,,1
23666,10021,,,1
23667,10021,,,1
23668,10035,,,1
23670,10035,,,1
23671,10035,,,1
23672,10035,,,1
23674,10042,,,1
23675,10042,,,1
23676,10042,,,1
23677,10056,,,1
23678,10056,,,1
23679,10056,,,1
23680,10056,,,1
23681,10056,,,1
23683,10070,,,1
23684,10070,,,1
23685,10070,,,1
23686,10070,,,1
23687,10070,,,1
23688,10070,,,1
23689,10077,,,1
23690,10084,,,1
23691,10091,,,1
23692,10091,,,1
23693,10091,,,1
23694,10091,,,1
23695,10091,,,1
23696,10098,,,1
23697,10098,,,1
23698,10105,,,1
23699,10105,,,1
23700,10105,,,1
23701,10105,,,1
23702,10105,,,1
23703,10105,,,1
23704,10112,,,1
23705,10112,,,1
23706,10112,,,1
23707,10021,,,1
23708,10021,,,1
23709,10028,,,1
23710,10021,,,1
23711,10021,,,1
23712,10021,,,1
23713,10035,,,1
23714,10035,,,1
23715,10035,,,1
23716,10035,,,1
23717,10035,,,1
23718,10091,,,1
23719,10091,,,1
23720,10049,,,
23721,10028,,,
23722,10035,,,
23723,10035,,,
23725,10112,,,1
23733,10035,,1,
23734,10049,,,1
23735,10035,,,1
23736,10105,,,1
23737,10098,,,1
23738,10098,,,1
23739,10049,,,1
23740,10091,,,1
23741,10035,,,1
23742,10049,,,1
23743,10049,,,1
23744,10049,1,1,1
23745,10049,,,
23746,10049,,,
23747,10049,1,1,
23748,10049,1,,
23749,10063,1,,
23750,10063,,,1
23751,10049,1,,
23752,10049,1,,
23753,10049,1,,
23754,10049,,,1
23755,10049,1,1,1
23756,14014,,1,
23757,14014,,,1
23758,14014,,1,
23759,14014,1,,
23760,14014,,1,
23761,14014,1,1,
23762,14014,1,,
23763,14014,1,,
23764,14014,,1,
23765,14014,,1,
23766,14014,,1,
23767,14014,1,,
23768,14014,,1,
23769,14014,1,,
23770,14014,1,1,
23771,14014,,1,
23772,14014,1,,
23773,14014,1,,
23774,14014,1,,
23775,14014,,1,
23776,14014,1,,
23778,14014,,,1
23779,14014,1,,
23780,14014,1,,
23781,14014,,1,
23782,14147,,1,
23783,14147,,1,
23784,14147,1,,
23785,14147,1,,
23787,14147,,1,
23789,14147,,1,
23790,14147,1,,
23791,14147,,,1
23792,14147,,1,
23793,14147,1,1,
23794,14147,1,,
23799,14014,1,,
23800,14014,1,,
23801,14014,,1,
23802,14014,,,1
23803,14014,,1,
23804,14014,,,1
23805,14007,,,1
23806,14007,,1,
23807,14007,,,1
23808,14007,1,1,
23809,14007,1,1,
23810,14007,1,1,
23811,14007,1,1,
23812,14007,,1,
23813,14007,1,,
23814,14007,,1,
23815,14007,,1,
23816,14014,1,,
23817,14014,1,,
23818,14014,,,1
23819,14014,1,,
23821,14014,,1,
23824,14014,,,1
23825,14014,1,,
23826,14014,,1,
23827,14014,,,1
23828,14014,1,,
23829,14105,1,,
23833,14105,1,1,
23836,14105,,,1
23842,14105,,1,
23844,14105,,1,
23848,14105,1,1,
23849,14105,,1,
23850,14105,1,1,
23851,14105,,1,
23852,14014,,1,
23853,14014,1,,
23855,14021,,1,
23856,14021,1,,
23857,14014,,1,
23858,14014,1,,
23860,14014,,1,
23861,14014,,,1
23875,14014,1,,
23876,14014,1,,
23877,14014,,1,
23879,14007,,1,
23880,14007,1,1,
23883,14014,1,,
23888,14147,1,,
23893,14147,1,1,
23895,14147,1,,
23896,14147,1,,
23897,14147,1,,
23898,14147,,1,
23899,14147,1,,
23901,14147,1,,
23902,14147,,1,
23903,14147,,1,
23904,14147,,1,
23906,14014,,,1
23913,14014,,1,
23914,14014,,,1
23915,14014,1,1,
23916,14014,,1,
23917,14014,1,1,
23919,14014,1,,
23920,14091,1,,
23922,14105,1,,
23923,14091,,,1
23924,14014,,1,
23925,14014,1,,
23926,14042,,1,
23929,14042,,1,
23930,14042,,1,
23931,14042,,,1
23932,14042,1,,
23933,14042,,1,
23934,14042,,,1
23935,14042,1,,
23936,14042,1,1,
23937,14042,1,1,
23938,14042,1,,
23939,14042,,1,
23940,14119,,1,
23941,14119,1,1,
23942,14119,,1,
23943,14119,1,,
23944,14119,1,1,
23946,14119,,1,
23947,14119,,1,
23948,14119,1,,
23949,14119,,1,
23952,14007,,1,
23953,14007,1,,
23954,14007,1,,
23955,14007,1,,
23956,14007,1,,
23957,14007,,,1
23958,14014,,1,
23961,14014,,1,
23963,14007,1,,
23967,14014,1,,
23969,14147,,,
23971,14147,,1,
23973,14147,1,,
23974,14147,1,,
23975,14147,1,,
23976,14014,,,1
23977,14014,,1,
23978,14007,1,1,
23979,14007,,,1
23980,14007,1,,
23981,14007,1,,
23983,14042,1,,
23984,14119,1,1,
23985,14119,,1,
23987,14119,,1,
23989,14091,,1,
23990,14091,1,,
23992,14007,,1,
23993,14140,1,1,
23996,14140,1,,
23997,14140,1,,
23998,14140,1,1,
24001,14119,1,,
24002,14119,1,,
24003,14119,,,1
24004,14119,1,1,
24005,14119,1,1,
24006,14119,,,1
24007,14119,,1,
24009,14119,1,,
24010,14119,1,,
24011,14014,1,1,
24012,14014,,1,
24014,14014,1,,
24015,14014,,1,
24016,14014,,1,
24017,14014,1,,
24018,14140,1,,
24019,14140,1,,
24021,14140,,1,
24022,14140,,1,
24023,14140,1,1,
24024,14140,,1,
24025,14140,,1,
24026,14140,1,,
24028,14140,,1,
24029,14140,,1,
24030,14140,,1,
24031,14140,1,,
24032,14028,,1,
24033,14028,1,,
24036,14028,1,1,
24037,14028,1,1,
24039,14014,,,1
24040,14119,,1,
24041,14007,,1,
24042,14028,,1,
24043,14028,,1,
24044,14028,1,,
24045,14028,,1,
24047,14028,,1,
24048,14028,1,1,
24049,14028,1,1,
24051,14119,1,1,
24053,14119,,,1
24055,14119,1,,
24057,14119,1,,
24058,14119,1,,
24059,14119,,,1
24060,14182,,,
24062,14182,,1,
24063,14182,1,,
24064,14077,1,1,
24065,14077,,1,
24066,14077,,1,
24067,14077,,1,
24068,14077,,,1
24069,14077,1,,
24070,14077,1,,
24071,14077,1,,
24072,14077,1,,
24073,14077,1,1,
24074,14077,,1,
24077,14077,1,1,
24078,14077,1,1,
24079,14077,,1,
24086,14028,,1,
24089,14028,,1,
24090,14028,1,,
24091,14028,1,,
24092,14028,1,1,
24093,14028,,1,
24095,14119,,,1
24096,14119,1,,
24097,14028,,1,
24098,14028,1,,
24099,14028,,1,
24101,14028,1,,
24102,14028,1,,
24103,14161,,1,
24106,14161,,1,
24109,14126,1,1,
24110,14126,,1,
24111,14126,,1,
24112,14126,,1,
24113,14126,,1,
24114,14126,,1,
24115,14126,1,,
24116,14126,1,,
24117,14126,1,,
24118,14049,,1,
24120,14126,1,1,
24122,14161,,1,
24123,14161,,,1
24125,14161,1,1,
24126,14161,,,1
24127,14161,1,,
24129,14161,1,,
24132,14161,,1,
24133,14161,,1,
24135,14161,,,1
24136,14014,1,,
24137,14014,,,1
24138,14014,,1,
24139,14182,,,
24140,14182,1,,
24142,14140,1,1,
24150,14140,1,,
24151,14140,,1,
24152,14140,1,,
24153,14140,1,,
24156,14091,1,,
24157,14091,1,,
24158,14091,1,,
24159,14091,1,,
24160,14091,1,,
24163,14021,,1,
24165,14021,1,,
24166,14021,,1,
24168,14021,1,,
24173,14014,,1,
24174,14014,,,1
24175,14014,,,1
24176,14014,,1,
24177,14014,,1,
24178,14014,1,,
24183,14014,,1,
24184,14014,1,,
24185,14014,1,,
24186,14014,,1,
24187,14014,1,,
24188,14014,,,1
24191,14063,1,,
24193,14063,,,
24194,14063,1,1,1
24195,14063,,,
24197,14175,,1,
24198,14147,1,,
24199,14147,1,,
24200,14126,1,1,
24201,14126,1,1,
24202,14126,1,1,
24203,14014,,,
24204,14105,,,
24205,14014,,1,
24207,14014,1,1,
24208,14014,1,,
24210,14014,1,,
24223,14182,1,1,
24225,14182,1,,
24227,14182,,,1
24229,14182,,1,
24230,14182,1,1,
24232,14182,1,1,
24233,14126,,1,
24234,14126,,1,
24237,14126,1,1,
24239,14014,1,,
24240,14042,,,
24241,14063,1,1,1
24242,14182,,,1
24243,14182,,,1
24246,14182,,1,
24248,14182,1,1,
24249,14182,1,1,
24253,14077,1,1,
24254,14077,,1,
24260,14077,1,1,
24262,14105,1,,
24264,14105,1,,
24265,14105,1,,
24266,14105,1,,
24267,14105,1,,
24268,14105,1,1,
24270,14105,,1,
24271,14105,,1,
24272,14105,1,1,
24275,14014,,,1
24276,14182,,1,
24277,14182,1,1,
24279,14182,1,1,
24280,14182,,1,
24281,14098,1,,
24282,14098,1,,
24283,14098,,1,
24284,14014,,,1
24285,14098,,,1
24287,14014,,1,
24288,14014,1,,
24289,14014,,1,
24291,14042,,1,
24293,14042,,,1
24294,14042,,,1
24295,14042,1,1,
24296,14042,1,1,
24298,14042,,1,
24299,14042,1,1,
24300,14042,1,1,
24301,14042,1,1,
24302,14098,1,1,
24303,14098,,1,
24305,14098,1,1,
24307,14098,1,1,
24309,14098,,1,
24310,14098,,1,
24311,14098,,,1
24313,14098,1,,
24314,14098,1,,
24316,14098,,1,
24320,14098,,1,
24321,14098,1,1,
24323,14098,1,,
24325,14014,,,1
24331,14042,1,,
24332,14042,,1,
24333,14042,,1,
24336,14049,1,1,
24337,14049,,1,
24338,14049,,1,
24339,14049,1,,
24340,14049,1,,
24341,14049,1,1,
24342,14049,1,,
24343,14049,1,,
24344,14049,,1,
24345,14049,1,1,
24346,14014,1,,
24348,14168,1,1,
24350,14168,,1,
24351,14168,1,,
24352,14168,1,,
24353,14168,1,,
24354,14168,1,,
24355,14168,1,1,
24356,14168,1,1,
24357,14168,1,1,
24358,14168,,1,
24363,14168,1,1,
24364,14014,1,1,
24365,14014,1,1,
24366,14014,,1,
24367,14140,,,1
24368,14091,1,1,
24369,14091,,1,
24370,14091,,1,
24372,14091,1,,
24376,14091,1,,
24378,14091,,1,
24379,14091,,,
24384,14014,,1,
24385,14014,1,,
24386,14063,,,1
24387,14063,,,
24388,14063,,,
24389,14063,,,
24390,14014,,1,
24391,14042,,,1
24395,14091,1,,
24396,14091,1,,
24397,14091,1,,
24398,14091,1,,
24399,14091,,1,
24400,14091,,1,
24401,14091,,1,
24402,14091,,1,
24403,14091,,1,
24404,14063,,1,
24405,14063,1,1,
24408,14014,,1,
24409,14028,1,,
24414,14028,1,,
24415,14063,1,,
24418,14049,1,,
24421,14042,1,,
24422,14014,,,1
24423,14091,,1,
24424,14091,1,,
24425,14091,1,,
24426,14091,1,,
24427,14091,,1,
24428,14091,1,,
24429,14007,,,1
24430,14007,1,,
24431,14007,,1,
24434,14007,,1,
24436,14014,,1,
24437,14014,1,,
24445,14014,1,1,
24449,14042,,1,
24452,14014,,1,
24453,14014,1,1,
24456,14014,1,,
24457,14014,1,,
24458,14091,1,1,
24459,14091,,1,
24460,14091,,1,
24462,14091,,1,
24463,14091,1,,
24464,14014,1,,
24466,14014,1,,
24467,14014,1,1,
24468,14014,1,,
24469,14014,1,1,
24470,14014,,1,
24471,14091,,1,
24473,14091,1,,
24475,14091,,1,
24476,14091,,1,
24477,14091,1,,
24478,14091,1,,
24479,14091,1,,
24480,14014,,1,
24481,14021,,1,
24482,14014,,,1
24484,14014,1,,
24491,14091,,1,
24492,14091,,1,
24493,14091,1,,
24495,14007,1,1,
24496,14007,1,1,
24501,14007,1,,
24502,14049,1,1,
24503,14049,1,1,
24504,14049,1,1,
24506,14049,,1,
24507,14049,1,1,
24508,14049,,1,
24509,14049,1,1,
24510,14049,1,1,
24513,14049,,1,
24515,14049,,1,
24520,14147,1,,
24521,14014,,1,
24522,14021,1,1,
24527,14021,,,1
24533,14175,,1,
