id_establecimiento,id_departamento,jardin_infantes,primario,secundario
37393,30056,1,,
37394,30063,1,,
37395,30021,1,,
37396,30021,1,,
37397,30015,1,,
37398,30015,1,,
37400,30015,1,,
37401,30056,,,
37402,30084,,,1
37403,30049,1,,
37405,30113,,,1
37408,30070,,,
37409,30015,1,1,
37410,30056,,1,
37417,30084,1,1,
37418,30015,1,,
37419,30028,,1,
37420,30035,1,,
37421,30049,,1,
37423,30091,1,1,
37424,30098,,,1
37425,30049,1,,
37426,30070,1,,
37427,30015,1,1,
37430,30015,1,,
37431,30015,1,,
37435,30084,1,1,
37436,30056,,,1
37437,30042,,,1
37440,30021,,,1
37441,30077,,,1
37443,30070,1,1,
37444,30084,,,1
37445,30021,1,,
37446,30015,1,,
37447,30077,1,,
37448,30105,1,,
37449,30015,1,1,
37450,30084,1,,
37451,30098,,,1
37452,30084,,,1
37453,30105,,,
37455,30056,,1,
37476,30056,,1,
37477,30084,1,,
37478,30084,1,,
37479,30084,1,,
37486,30105,,,
37487,30028,,,1
37488,30028,,,1
37489,30088,,,1
37490,30084,1,,
37491,30084,1,1,
37492,30015,,,1
37493,30015,,,1
37494,30015,,,1
37495,30015,,,1
37496,30021,,,1
37497,30084,,,1
37498,30084,,,1
37499,30035,,,1
37500,30028,,,1
37501,30035,,,1
37502,30008,,,1
37503,30015,,,1
37504,30084,,,1
37505,30070,,,1
37506,30056,,,1
37507,30084,,,1
37508,30084,,,
37509,30084,,,
37510,30084,1,,
37511,30084,1,,
37512,30015,1,,
37513,30015,1,,
37514,30015,1,,
37515,30015,1,,
37516,30015,1,,
37517,30015,1,,
37518,30015,1,,
37519,30015,1,,
37520,30015,1,,
37521,30015,1,,
37522,30015,1,,
37666,30084,,,1
37667,30084,,,1
37668,30084,,,1
37669,30113,,,1
37670,30098,1,,
37671,30049,,,1
37672,30028,,,
37673,30091,1,,
37674,30084,1,,
37676,30056,,,
37683,30084,1,1,
37684,30084,1,1,
37686,30113,,,
37687,30084,,,
37690,30056,1,1,
37691,30084,,1,
37692,30084,1,1,
37693,30084,,,1
37695,30084,,,1
37696,30028,1,1,
37700,30015,,1,
37703,30056,,,1
37704,30084,,,1
37788,30015,,1,
37790,30015,1,,
37791,30077,,,
37792,30098,1,,
37793,30113,1,,
37794,30070,1,,
37795,30070,1,,
37798,30070,,,1
37799,30084,1,1,
37800,30084,1,1,
37801,30056,1,,
37802,30008,1,,
37803,30084,1,,
37804,30084,1,,
37805,30056,,,1
37806,30084,1,,
37807,30015,1,,
37808,30105,1,,
37809,30084,1,,
37810,30028,1,,
37812,30056,1,,
37813,30028,1,,
37816,30105,,,1
37817,30049,,,1
37818,30113,,1,
37824,30008,,,1
37825,30056,,,1
37826,30056,,,1
37827,30084,1,,
37828,30084,1,,
37829,30084,1,,
37830,30084,1,,
37831,30084,1,,
37832,30084,1,,
37833,30084,,,1
37834,30084,,,1
37835,30028,1,,
37836,30028,1,,
37837,30028,1,,
37838,30021,,,
37839,30021,,,
37840,30070,,,
37841,30077,,,
37842,30084,,,
37843,30028,,,
37844,30070,,,
37845,30098,,,
37846,30084,,,
37847,30084,,,
37848,30113,,,
37850,30084,,1,
37851,30056,,1,
37852,30084,,,1
37854,30084,1,,
37856,30084,,,
37857,30070,1,,
37859,30035,,,1
37860,30015,1,,
37861,30084,,,1
37862,30056,,,1
37895,30084,1,,
37896,30084,1,,
37897,30084,1,,
37898,30084,1,,
37899,30015,1,1,
37900,30028,,,1
37901,30084,,,
37904,30084,1,,
37905,30056,1,1,
37906,30035,,,
37907,30008,,,1
37908,30056,1,,
37909,30021,,,1
37910,30028,,,1
37911,30084,,,1
37912,30015,,1,
37913,30084,1,1,
37914,30084,1,1,
37915,30021,,,1
37916,30084,,,1
37945,30021,1,,
37946,30008,1,,
37947,30008,1,,
37948,30113,,,1
37949,30056,1,,
37950,30105,1,,
37951,30056,,,1
37952,30084,1,,
37953,30084,1,,
37954,30084,1,,
37955,30084,1,,
37956,30084,1,,
37957,30084,,,1
37958,30035,1,,
37959,30021,,,1
37962,30056,1,,
37963,30015,1,,
37964,30015,,,1
37965,30113,1,,
37966,30088,1,,
37986,30105,1,1,
37990,30008,,,1
37991,30084,,,
37992,30084,,,1
37993,30015,1,,
37994,30028,,,1
37995,30084,,,
37996,30098,,,1
37997,30084,,,1
38001,30091,,,1
38009,30113,,,1
38010,30021,,,1
38011,30113,1,,
38021,30084,,,1
38024,30021,1,,
38026,30049,,,1
38029,30070,1,,
38030,30084,1,,
38031,30084,1,,
38032,30084,1,,
38033,30084,1,,
38036,30088,1,1,
38037,30015,,,1
38039,30098,1,1,
38040,30084,1,,
38041,30098,,,1
38046,30098,,,1
38047,30084,1,,
38048,30015,,,1
38051,30084,1,,
38053,30077,1,1,
38054,30015,1,,
38055,30084,1,,
38057,30028,1,,
38058,30042,1,,
38059,30035,,,1
38060,30008,,,1
38061,30008,,,1
38063,30008,1,,
38069,30008,,1,
38070,30084,1,,
38072,30098,,1,
38073,30098,1,,
38074,30084,1,,
38075,30088,1,,
38076,30113,1,,
38078,30015,1,,
38079,30056,1,,
38087,30049,1,,
38088,30084,,,1
38090,30015,1,,
38091,30098,,1,
38100,30084,1,,
38101,30098,1,,
38102,30015,,,1
38103,30021,1,,
38105,30056,,,
38110,30021,1,1,
38113,30084,1,,
38114,30015,1,1,
38118,30021,1,,
38119,30015,1,,
38122,30077,1,,
38123,30084,,1,
38126,30077,1,,
38128,30084,1,,
38129,30113,,,1
38131,30084,1,,
38134,30113,1,,
38135,30084,1,,
38141,30056,,,1
38142,30088,,,1
38143,30088,1,,
38144,30028,1,1,
38146,30042,1,1,
38148,30049,1,,
38149,30113,,1,
38150,30015,1,,
38151,30056,1,,
38152,30070,,,
38155,30113,,,
38156,30077,,,1
38157,30015,1,,
38158,30091,,,1
38159,30056,,,
38160,30035,1,,
38161,30035,1,,
38162,30021,1,,
38163,30049,,1,
38164,30021,,,1
38165,30028,1,,
38166,30028,1,,
38167,30028,1,,
38177,30091,1,,
38178,30077,1,,
38179,30070,1,,
38180,30008,1,,
38198,30063,1,,
38199,30015,1,,
38200,30042,1,,
38202,30084,1,,
38203,30084,1,,
38206,30015,1,,
38212,30008,1,,
38214,30084,1,,
38215,30113,1,,
38218,30084,,1,
38222,30084,,,1
38223,30077,1,,
38224,30113,,,1
38230,30015,1,,
38232,34028,,1,
38233,34028,,1,
38234,34028,,1,
38235,34028,,1,
38236,34028,,1,
38237,34056,,,1
38239,34056,,1,
38240,34035,,1,
38241,34056,,1,
38242,34056,,1,
38243,34056,,1,
38244,34056,,1,
38245,34056,,1,
38246,34056,,1,
38247,34014,,,1
38248,34014,,1,
38249,34035,,1,
38250,34035,,1,
38252,34049,,1,
38253,34049,1,,
38254,34049,1,,
38255,34049,1,,
38256,34049,1,,
38257,34049,1,,
38258,34049,1,,
38259,34049,1,,
38260,34049,1,,
38261,34049,1,,
38262,34049,1,,
38263,34049,,,
38264,34049,,,1
38265,34049,,1,
38266,34014,,1,
38273,34042,,,1
38274,34042,,1,
38275,34042,,1,
38276,34042,,1,
38277,34042,,1,
38278,34042,,1,
38279,34042,,1,
38280,34042,,1,
38281,34042,,1,
38282,34042,,1,
38283,34042,,1,
38284,34042,,1,
38285,34042,,1,
38286,34042,,1,
38287,34042,,1,
38288,34042,,1,
38289,34042,,1,
38290,34042,,1,
38292,34042,,1,
38293,34042,,1,
38294,34014,,1,
38295,34056,,,1
38296,34056,1,1,1
38297,34035,,1,
38298,34035,,1,
38300,34056,,1,
38301,34056,,1,
38303,34035,,1,
38304,34035,,1,
38305,34035,,1,
38306,34035,,1,
38307,34035,1,,
38308,34035,1,,
38309,34035,,1,
38310,34035,,1,
38311,34035,,1,
38312,34035,,1,
38313,34035,,1,
38314,34035,,1,
38315,34056,,1,
38316,34056,,1,
38317,34021,,,1
38318,34021,,1,
38319,34021,,1,
38320,34021,,1,
38321,34021,,1,
38322,34021,,1,
38323,34021,,1,
38324,34056,,,1
38325,34056,,1,
38326,34056,,1,
38327,34056,,1,
38328,34056,,1,
38329,34056,,1,
38330,34056,,1,
38336,34021,,1,
38337,34021,,1,
38338,34021,,1,
38339,34035,,1,
38340,34035,,1,
38341,34035,,1,
38342,34035,,1,
38343,34035,,1,
38344,34014,1,,
38345,34014,1,,
38348,34035,,1,
38349,34035,,1,
38350,34028,,1,
38351,34007,,1,
38352,34007,,1,
38353,34007,,1,
38354,34007,,1,
38355,34007,,1,
38356,34007,,1,
38357,34007,,1,
38358,34007,,1,
38359,34007,,1,
38360,34007,,1,
38361,34042,,1,
38362,34063,,1,
38363,34063,,1,
38364,34063,,1,
38365,34049,,1,
38366,34049,,1,
38367,34049,1,,
38368,34049,1,,
38369,34049,1,,
38370,34035,,1,
38371,34035,,1,
38372,34035,,1,
38373,34035,,1,
38374,34035,,1,
38375,34035,,,1
38376,34035,,,1
38377,34035,,,1
38378,34014,,1,
38379,34014,1,,
38380,34014,1,,
38381,34014,,1,
38382,34014,,1,
38383,34014,,1,
38384,34049,,1,
38385,34049,,1,
38386,34049,,,1
38387,34049,,,
38388,34049,,1,
38389,34049,,1,
38394,34049,,1,
38404,34035,,1,
38405,34035,,1,
38406,34035,,1,
38407,34035,,1,
38408,34035,,,
38409,34042,,,
38410,34035,,1,
38411,34035,,1,
38412,34035,,,
38415,34021,,,
38416,34021,,,
38417,34021,,,
38418,34021,,,
38419,34035,,1,
38420,34035,,1,
38421,34049,,1,
38422,34049,,1,
38423,34049,,1,
38424,34049,,1,
38425,34049,,1,
38426,34049,,1,
38427,34049,,1,
38428,34049,,1,
38429,34049,,1,
38430,34049,,1,
38431,34049,,1,
38432,34049,,1,
38433,34049,,1,
38434,34049,,1,
38435,34049,,,1
38437,34049,,,
38438,34014,,1,
38439,34014,,1,
38440,34014,1,1,1
38441,34014,,,1
38442,34014,,,1
38443,34056,,1,
38444,34056,,1,
38445,34056,,1,
38446,34056,,1,
38447,34007,,1,
38448,34007,,1,
38449,34007,,1,
38450,34007,,1,
38451,34007,,1,
38452,34007,,1,
38453,34007,,1,
38454,34056,,1,
38455,34035,,1,
38457,34035,,1,
38458,34035,,1,
38459,34035,,1,
38460,34035,,1,
38461,34035,,1,
38462,34035,,,
38463,34035,,,
38464,34035,,,1
38465,34014,,1,
38466,34014,,1,
38467,34014,1,,
38468,34014,,,1
38469,34063,,1,
38470,34028,,1,
38471,34028,,1,
38472,34063,,1,
38473,34063,,1,
38474,34063,,1,
38475,34063,,1,
38476,34063,,1,
38477,34063,,1,
38478,34014,,1,
38479,34014,,1,
38480,34014,,1,
38481,34014,,1,
38482,34014,,1,
38483,34014,,1,
38484,34014,,,1
38485,34014,,1,
38486,34014,1,,
38487,34014,,1,
38488,34014,1,,
38489,34035,,1,
38490,34035,,1,
38491,34035,,1,
38498,34035,,1,
38499,34035,,1,
38500,34035,,1,
38515,34035,,1,
38516,34007,,1,
38527,34035,,1,
38528,34056,,1,
38529,34056,,1,
38530,34056,,1,
38531,34056,,1,
38532,34056,,1,
38533,34056,,1,
38534,34056,,1,
38535,34056,,1,
38536,34056,,1,
38537,34056,,1,
38538,34056,,1,
38539,34035,,1,
38540,34028,,1,
38541,34028,,1,
38542,34028,,1,
38543,34028,,1,
38544,34028,,1,
38545,34028,,1,
38546,34063,,1,
38547,34063,,1,
38548,34063,,1,
38549,34063,,1,
38550,34063,,1,
38551,34063,,1,
38552,34063,,1,
38553,34063,,1,
38554,34063,,1,
38555,34014,,1,
38556,34063,,1,
38557,34063,,1,
38558,34007,,1,
38559,34007,,1,
38560,34007,,1,
38561,34007,,1,
38562,34007,,1,
38563,34014,1,,
38564,34014,,1,
38565,34021,,1,
38566,34021,,1,
38567,34021,1,1,
38568,34021,1,1,1
38569,34049,,1,
38570,34049,,1,
38574,34049,,,
38575,34049,,1,
38576,34049,1,,
38577,34049,1,,
38580,34056,,1,
38581,34056,,1,
38582,34049,,1,
38583,34021,,1,
38584,34021,,1,
38585,34021,,1,
38586,34021,,1,
38587,34021,,,1
38592,34021,,1,
38593,34021,,1,
38594,34056,,1,
38595,34056,,1,
38596,34056,,1,
38597,34056,,1,
38598,34056,,1,
38599,34056,,1,
38600,34028,,1,
38601,34028,,,
38614,34028,,1,
38615,34028,,1,
38616,34056,,1,
38617,34056,,1,
38618,34056,,1,
38619,34056,,1,
38620,34056,,1,
38622,34056,,1,
38623,34014,,1,
38624,34014,,1,
38625,34014,,1,
38626,34014,,1,
38627,34014,1,,
38628,34014,1,,
38629,34014,,,1
38630,34014,,1,
38631,34014,,1,
38632,34014,,1,
38633,34014,,1,
38634,34014,,1,
38635,34014,,1,
38636,34035,,1,
38637,34035,,1,
38638,34035,,1,
38639,34035,,1,
38640,34035,,1,
38641,34035,,1,
38642,34035,,1,
38643,34049,,1,
38644,34049,,,1
38645,34049,,1,
38646,34014,,,1
38647,34014,,1,
38648,34014,,1,
38649,34014,,,1
38650,34014,,,1
38651,34042,,1,
38652,34042,,1,
38653,34042,,1,
38654,34042,,1,
38655,34042,,1,
38656,34042,,1,
38657,34042,,1,
38658,34042,,1,
38659,34042,,1,
38660,34042,,1,
38661,34042,,1,
38662,34042,,1,
38663,34042,,1,
38666,34042,,,
38667,34042,,,1
38668,34042,,1,
38669,34014,,1,
38670,34014,,1,
38671,34014,,1,
38672,34014,,1,
38673,34014,1,1,1
38674,34014,,,1
38679,34056,,1,
38680,34056,,,
38681,34056,,1,
38682,34056,,1,
38683,34056,,1,
38684,34035,,,1
38685,34035,,1,
38686,34035,,1,
38687,34035,,1,
38688,34056,,,
38689,34056,,1,
38690,34035,,1,
38691,34035,,,1
38692,34035,,1,
38693,34035,,1,
38694,34035,,1,
38695,34035,,1,
38696,34035,,,
38697,34035,,1,
38698,34035,,1,
38699,34056,,1,
38700,34056,1,1,1
38701,34056,,1,
38703,34056,,1,
38704,34056,,1,
38705,34056,,1,
38706,34056,,,1
38707,34056,,1,
38710,34056,,1,
38711,34021,,1,
38712,34056,,1,
38713,34056,,1,
38714,34056,,1,
38715,34021,,,1
38716,34021,,,1
38717,34021,,,1
38718,34021,,1,
38719,34021,,1,
38720,34035,,,1
38721,34035,,1,
38722,34014,,1,
38723,34014,,,
38724,34035,,1,
38725,34035,,1,
38726,34035,,1,
38727,34007,,1,
38728,34007,,1,
38729,34063,,,1
38730,34063,,,1
38731,34063,,,1
38732,34063,,1,
38733,34063,,1,
38734,34063,,1,
38735,34049,,1,
38736,34049,,1,
38737,34049,,1,
38738,34049,,1,
38739,34049,,1,
38740,34049,,1,
38741,34049,,,1
38751,34049,,1,
38752,34049,,1,
38753,34049,,,1
38754,34035,,1,
38755,34035,,1,
38756,34035,,1,
38757,34035,,1,
38758,34035,,1,
38759,34035,,1,
38760,34014,,,1
38761,34014,,,1
38762,34014,1,,
38763,34014,,1,
38764,34014,,1,
38765,34014,,1,
38766,34014,,1,
38767,34014,1,1,1
38768,34014,1,,
38769,34014,1,,
38775,34014,,1,
38776,34014,1,,
38777,34014,,1,
38778,34014,,1,
38779,34014,1,,
38780,34014,1,,
38781,34014,1,,
38782,34014,1,,
38783,34014,1,,
38784,34014,1,,
38785,34056,,,1
38786,34049,,1,
38787,34063,,1,
38788,34049,,1,
38789,34049,,1,
38790,34049,,1,
38791,34035,,1,
38792,34035,,1,
38793,34035,,1,
38794,34014,,1,
38795,34014,,1,
38796,34014,,,1
38797,34014,,,1
38798,34014,1,1,
38799,34014,1,1,1
38800,34035,,,1
38801,34035,,1,
38802,34035,,1,
38803,34049,,1,
38804,34049,,1,
38805,34049,,1,
38806,34049,,,1
38807,34049,,,1
38808,34049,,,1
38809,34049,,,1
38810,34049,1,,
38811,34049,,1,
38812,34014,,,1
38813,34014,,,
38815,34014,,,1
38816,34014,1,1,1
38822,34014,,1,
38823,34014,1,,
38824,34014,1,,
38825,34014,,1,
38834,34014,,1,
38835,34035,,,1
38836,34035,,1,
38837,34056,,1,
38838,34056,,,1
38839,34056,,,1
38840,34056,,1,
38847,34035,1,,
38848,34035,,,1
38849,34035,,1,
38850,34007,,1,
38851,34007,,1,
38852,34007,,1,
38853,34007,,1,
38854,34007,,1,
38855,34007,,1,
38856,34014,,1,
38857,34014,,1,
38858,34014,,1,
38859,34014,1,,
38860,34014,1,,
38872,34014,,,1
38873,34014,1,1,1
38874,34035,,,1
38878,34035,,1,
38879,34035,,1,
38886,34035,,1,
38888,34035,,1,
38889,34035,,1,
38890,34035,,1,
38891,34014,1,1,1
38892,34014,1,1,1
38893,34063,,1,
38894,34063,,1,
38895,34063,,1,
38896,34063,,1,
38897,34063,,1,
38898,34063,,1,
38899,34063,,1,
38900,34063,,1,
38901,34063,,1,
38902,34063,,1,
38903,34063,,1,
38904,34063,,1,
38905,34063,,1,
38906,34063,,1,
38907,34028,,,1
38908,34028,,1,
38909,34035,,,
38910,34035,,1,
38918,34063,,1,
38919,34063,,1,
38920,34063,,1,
38921,34063,,,1
38922,34063,,1,
38923,34063,,1,
38924,34014,,,
38925,34014,,,1
38926,34014,,,
38927,34014,,,
38928,34014,,,1
38929,34014,,1,
38930,34014,,1,
38931,34014,1,,
38932,34014,,1,
38933,34014,,1,
38935,34014,,1,
38936,34014,,1,
38937,34014,1,,
38938,34014,1,,
38939,34014,1,,
38940,34014,1,,
38941,34014,,1,
38947,34014,,1,
38948,34056,,1,
38949,34056,,,
38950,34035,,1,
38951,34035,,1,
38952,34035,,,
38953,34007,,,
38954,34035,,1,
38955,34035,,1,
38956,34035,,1,
38957,34035,,1,
38958,34035,,1,
38959,34035,,1,
38960,34035,,1,
38961,34035,,1,
38962,34035,,1,
38963,34035,,1,
38964,34007,1,1,1
38965,34007,,1,
38966,34007,,,1
38967,34035,,,1
38968,34035,,,
38969,34035,,1,
38970,34035,,1,
38971,34035,,1,
38972,34035,,1,
38973,34035,,1,
38974,34035,,1,
38975,34035,,1,
38976,34056,,,1
38979,34056,,1,
38980,34056,,1,
38981,34056,,1,
38982,34056,,1,
38983,34056,,1,
38984,34056,,1,
38985,34056,,1,
38986,34056,,1,
38987,34056,,1,
38988,34035,,,1
38989,34035,,,1
38990,34035,,,1
38991,34035,,1,
38992,34035,,1,
38993,34035,,,1
38994,34035,,1,
38995,34035,,1,
38996,34035,,1,
38997,34035,,1,
38998,34056,1,1,1
38999,34035,,1,
39000,34028,,,1
39001,34028,,,1
39002,34028,,,1
39003,34028,,,1
39004,34028,,,1
39005,34028,,,1
39006,34028,,,1
39007,34028,,,1
39008,34028,,1,
39009,34063,,1,
39010,34007,,1,
39011,34007,,1,
39012,34007,,1,
39013,34007,,1,
39014,34007,,1,
39015,34007,,1,
39016,34007,,1,
39017,34014,,,1
39018,34014,1,,
39019,34014,,1,
39020,34014,,1,
39021,34014,,1,
39022,34014,,,1
39023,34014,,,1
39024,34021,,,1
39025,34056,,,
39026,34056,,,1
39027,34056,1,,
39028,34056,,1,
39029,34056,,,1
39030,34049,,1,
39031,34049,,1,
39032,34049,,1,
39033,34049,,1,
39034,34049,,1,
39035,34049,,1,
39036,34049,,1,
39037,34049,,1,
39038,34056,,1,
39039,34056,,1,
39040,34056,,1,
39041,34056,,1,
39042,34056,,1,
39043,34056,,1,
39044,34056,,1,
39045,34056,,1,
39046,34056,1,,
39047,34056,1,,
39048,34056,1,,
39049,34056,1,,
39050,34056,1,,
39051,34056,1,,
39052,34056,1,,
39057,34056,,1,
39063,34049,1,,
39064,34049,1,,
39065,34049,,1,
39066,34049,,1,
39067,34049,,1,
39068,34056,,1,
39069,34028,,1,
39070,34049,,,1
39071,34049,1,1,1
39072,34049,1,1,1
39073,34049,1,,
39074,34007,,1,
39075,34007,,1,
39076,34028,,1,
39077,34028,,1,
39078,34028,,1,
39079,34007,,1,
39080,34007,,1,
39081,34007,,1,
39082,34007,,1,
39091,34035,1,1,1
39092,34042,,,1
39093,34007,,1,
39094,34007,,1,
39095,34007,,1,
39096,34007,,1,
39097,34007,,1,
39098,34014,,1,
39099,34014,1,,
39105,34014,1,,
39106,34014,1,,
39107,34014,1,,
39108,34014,1,,
39109,34014,1,,
39110,34014,1,,
39111,34014,1,,
39112,34014,1,,
39113,34014,1,,
39114,34014,1,,
39115,34014,1,,
39116,34014,1,,
39117,34014,1,,
39118,34014,1,,
39119,34014,1,,
39120,34014,1,,
39121,34014,1,,
39122,34014,1,,
39123,34014,1,,
39124,34014,1,,
39125,34014,1,,
39126,34014,1,,
39127,34014,1,,
39128,34014,1,,
39129,34014,1,,
39130,34014,,1,
39131,34014,,1,
39133,34035,1,,
39134,34035,1,,
39135,34035,1,,
39136,34035,1,,
39137,34035,1,,
39138,34035,1,,
39139,34035,1,,
39140,34035,1,,
39141,34035,1,,
39142,34035,1,,
39143,34035,1,,
39144,34035,1,,
39145,34035,1,,
39146,34035,1,,
39147,34035,1,,
39148,34035,1,,
39149,34035,1,,
39150,34035,1,,
39151,34035,,,
39152,34056,,,
39153,34056,,,1
39154,34056,,,1
39155,34056,,1,
39156,34056,,,1
39157,34056,,1,
39158,34063,,1,
39159,34063,,1,
39160,34063,,1,
39161,34063,,1,
39162,34014,1,,
39163,34014,1,,
39164,34014,1,,
39165,34014,1,,
39166,34014,,1,
39167,34049,1,,
39168,34035,,,1
39169,34014,,,1
39170,34014,,,1
39171,34014,,,1
39174,34014,1,1,1
39175,34014,,,
39176,34056,,1,
39177,34056,,1,
39178,34056,,1,
39179,34014,,1,
39180,34049,1,,
39181,34049,1,,
39182,34049,1,,
39183,34049,1,,
39184,34049,1,,
39185,34049,1,,
39186,34049,1,,
39187,34014,1,,
39188,34014,1,,
39189,34056,1,,
39190,34056,1,,
39191,34056,1,,
39192,34056,1,,
39193,34056,1,,
39194,34056,1,,
39195,34035,1,,
39196,34014,1,,
39197,34021,,1,
39198,34056,,1,
39199,34056,,1,
39200,34056,1,,
39201,34056,1,,
39202,34056,1,,
39203,34056,1,,
39204,34056,1,,
39205,34056,1,,
39206,34056,1,,
39207,34056,1,,
39208,34056,1,,
39209,34056,1,,
39210,34056,1,,
39212,34014,,,1
39219,34007,,1,
39220,34014,,1,
39221,34007,,1,
39224,34014,,1,
39225,34007,,1,
39226,34007,,1,
39227,34014,,,1
39228,34014,,,1
39230,34063,,1,
39231,34014,,1,
39232,34063,,1,
39233,34014,,1,
39234,34014,1,,
39235,34014,,,1
39243,34021,,,1
39244,34042,,,1
39245,34042,,,1
39246,34049,,,1
39247,34007,,,1
39248,34014,,,1
39249,34014,,,1
39250,34014,,,1
39251,34014,,,1
39252,34049,,1,
39253,34049,,,1
39254,34049,,,1
39255,34035,,1,
39256,34014,,1,
39257,34035,,1,
39259,34014,1,,
39260,34049,1,,
39261,34014,,,1
39263,34007,1,1,1
39264,34035,1,,
39265,34035,1,,
39266,34035,1,,
39267,34035,1,,
39268,34035,1,,
39269,34035,1,,
39270,34035,1,,
39271,34042,1,,
39272,34035,1,,
39273,34035,1,,
39274,34049,1,1,
39275,34014,1,,
39276,34063,1,,
39277,34063,1,,
39278,34063,1,,
39279,34063,1,,
39280,34063,1,,
39281,34063,1,,
39282,34063,1,,
39283,34063,1,,
39284,34063,1,,
39285,34063,1,,
39286,34063,1,,
39287,34063,1,,
39288,34063,1,,
39289,34063,1,,
39290,34063,1,,
39293,34056,1,,
39294,34056,1,,
39295,34056,1,,
39296,34056,1,,
39297,34056,1,,
39298,34056,1,,
39299,34056,1,,
39300,34056,1,,
39301,34056,1,,
39302,34056,1,,
39303,34056,1,,
39304,34056,1,,
39305,34056,1,,
39306,34056,1,,
39307,34014,,1,1
39309,34028,1,,
39310,34028,1,,
39311,34028,1,,
39312,34028,1,,
39313,34028,1,,
39314,34028,1,,
39315,34028,1,,
39316,34028,1,,
39317,34028,1,,
39318,34028,1,,
39319,34021,1,,
39320,34021,1,,
39321,34021,1,,
39322,34021,1,,
39323,34021,1,,
39324,34021,1,,
39325,34028,1,,
39326,34028,1,,
39327,34028,1,,
39328,34028,1,,
39329,34007,1,,
39330,34007,1,,
39331,34007,1,,
39332,34007,1,,
39333,34007,1,,
39334,34007,1,,
39335,34007,1,,
39336,34007,1,,
39337,34007,1,,
39338,34007,1,,
39339,34007,1,,
39340,34007,1,,
39341,34007,1,,
39342,34056,1,,
39343,34056,1,,
39344,34056,1,,
39345,34056,1,,
39346,34056,1,,
39347,34056,1,,
39348,34056,1,,
39349,34056,1,,
39350,34056,1,,
39351,34056,1,,
39352,34056,1,,
39353,34056,1,,
39354,34056,1,,
39355,34049,1,,
39356,34049,1,,
39357,34049,1,,
39358,34049,1,,
39359,34049,1,,
39360,34049,1,,
39361,34049,1,,
39362,34049,1,,
39363,34049,1,,
39364,34042,1,,
39365,34042,1,,
39366,34042,1,,
39367,34042,1,,
39368,34042,1,,
39369,34042,1,,
39370,34042,1,,
39371,34042,1,,
39372,34042,1,,
39373,34042,1,,
39374,34042,1,,
39375,34042,1,,
39376,34042,1,,
39377,34042,1,,
39378,34042,1,,
39379,34042,1,,
39380,34042,1,,
39381,34056,,1,
39382,34035,,1,
39383,34035,,1,
39384,34056,,1,
39388,34063,,1,
39389,34056,,1,
39390,34042,1,,
39391,34042,1,,
39392,34042,1,,
39393,34042,1,,
39394,34042,1,,
39396,34035,1,,
39397,34035,1,,
39398,34035,1,,
39399,34035,1,,
39400,34035,1,,
39401,34035,1,,
39402,34035,1,,
39403,34035,1,,
39404,34035,1,,
39405,34035,1,,
39406,34035,1,,
39407,34035,1,,
39408,34035,1,,
39409,34049,1,,
39410,34049,1,,
39411,34049,1,,
39412,34049,1,,
39413,34049,1,,
39414,34049,1,,
39415,34049,1,,
39416,34049,1,,
39417,34049,1,,
39418,34014,,,
39419,34035,1,,
39420,34035,1,,
39421,34035,1,,
39422,34035,1,,
39423,34035,1,,
39424,34035,1,,
39425,34035,1,,
39426,34014,1,,
39427,34049,1,,1
39428,34049,,,1
39429,34035,1,,
39430,34056,1,,
39431,34014,,,
39432,34014,,1,
39433,34014,,1,
39435,34014,,,1
39436,34014,,,1
39437,34063,,,1
39438,34063,,,1
39439,34063,,,1
39440,34063,,,1
39441,34063,,,1
39442,34007,,,1
39443,34014,,,1
39444,34014,,,1
39445,34042,,,1
39446,34042,,,1
39447,34042,,,1
39448,34042,,,1
39449,34042,,,1
39450,34014,,,1
39451,34014,,1,
39452,34014,1,,
39453,34056,,,1
39454,34007,1,,
39455,34007,1,,
39456,34007,1,,
39457,34007,1,,
39458,34007,1,,
39459,34007,1,,
39460,34007,1,,
39461,34007,1,,
39462,34007,1,,
39463,34007,1,,
39464,34007,1,,
39465,34007,1,,
39466,34007,1,,
39467,34007,1,,
39468,34063,1,,
39469,34063,1,,
39470,34063,1,,
39471,34063,1,,
39472,34063,1,,
39473,34063,1,,
39474,34063,1,,
39475,34063,1,,
39476,34063,1,,
39477,34063,1,,
39478,34063,1,,
39479,34063,1,,
39480,34063,1,,
39481,34063,1,,
39482,34063,1,,
39483,34063,1,,
39484,34063,1,,
39485,34063,1,,
39486,34063,1,,
39488,34014,,,1
39489,34049,,,1
39492,34007,,1,
39493,34007,1,,
39494,34007,1,,
39495,34007,1,,
39496,34007,1,,
39497,34007,1,,
39498,34007,1,,
39499,34035,1,,
39500,34007,1,,
39501,34007,1,,
39502,34007,1,,
39503,34007,1,,
39504,34007,1,,
39505,34014,,1,
39506,34049,,,1
39509,34035,,1,
39526,34063,,1,
39527,34007,,,1
39528,34035,,,1
39529,34028,,1,
39530,34063,,,
39531,34007,,,1
39532,34063,,,1
39533,34014,,,
39534,34035,,1,
39552,34049,1,,
39553,34056,,,1
39554,34056,,,1
39555,34056,,,1
39556,34056,,,1
39557,34056,,,1
39560,34049,1,,
39561,34035,,,1
39562,34014,,,1
39567,34014,,,1
39568,34035,,,1
39569,34035,,,1
39570,34035,,,1
39571,34007,,1,
39575,34035,,1,
